job_id,job_title,job_url,scrape_date,company_name,location,posting_date
11709215,Senior Machine Learning Engineer (m/w/d),/stellenangebote--Senior-Machine-Learning-Engineer-m-w-d-Berlin-Bonn-Frankfurt-Hamburg-Muenchen-Nuernberg-Wien-Senacor-Technologies-AG--11709215-inline.html,2025-03-14T09:26:20.569881,Senacor Technologies AG,"Berlin, Bonn, Frankfurt, Hamburg, München, Nürnberg, Wien",vor 1 Tag
10481544,Senior Data Engineer* / Machine Learning Engineer*,/stellenangebote--Senior-Data-Engineer-Machine-Learning-Engineer-Karlsruhe-Koeln-Muenchen-Hamburg-Stuttgart-Pforzheim-Berlin-Erlangen-inovex-GmbH--10481544-inline.html,2025-03-14T09:26:20.570035,inovex GmbH,"Karlsruhe, Köln, München, Hamburg, Stuttgart, Pforzheim, Berlin, Erlangen",vor 1 Woche
11713465,Data Engineer* / Machine Learning Engineer*,/stellenangebote--Data-Engineer-Machine-Learning-Engineer-Karlsruhe-Koeln-Muenchen-Hamburg-Stuttgart-Pforzheim-Berlin-Erlangen-inovex-GmbH--11713465-inline.html,2025-03-14T09:26:20.570157,inovex GmbH,"Karlsruhe, Köln, München, Hamburg, Stuttgart, Pforzheim, Berlin, Erlangen",vor 4 Wochen
12089226,Lead Machine Learning Engineer (m/f/d),/stellenangebote--Lead-Machine-Learning-Engineer-m-f-d-Hamburg-MindPeak-GmbH--12089226-inline.html,2025-03-14T09:26:20.570277,MindPeak GmbH,Hamburg,vor 8 Stunden
12087139,Senior Machine Learner,/stellenangebote--Senior-Machine-Learner-Hamburg-MindPeak-GmbH--12087139-inline.html,2025-03-14T09:26:20.570393,MindPeak GmbH,Hamburg,vor 8 Stunden
11963026,​Werkstudent*in im Webcrawling-Bereich​ (m/w/d),/stellenangebote--Werkstudentin-im-Webcrawling-Bereich-m-w-d-Hamburg-Otto-Group-Solution-Provider-OSP-GmbH--11963026-inline.html,2025-03-14T09:26:20.570510,Otto Group Solution Provider (OSP) GmbH,Hamburg,vor 1 Woche
12222778,Senior Consultant M&A Analytics - Transaction Services (m/w/d),/stellenangebote--Senior-Consultant-MA-Analytics-Transaction-Services-m-w-d-Muenchen-Hamburg-Frankfurt-Main-Berlin-Duesseldorf-Deloitte--12222778-inline.html,2025-03-14T09:26:20.570610,Deloitte,"München, Hamburg, Frankfurt (Main), Berlin, Düsseldorf",vor 13 Stunden
12130301,(Senior) Data Engineer (m/w/d),/stellenangebote--Senior-Data-Engineer-m-w-d-Bremen-Hamburg-NVL-B-V-Co-KG--12130301-inline.html,2025-03-14T09:26:20.570713,NVL B.V. & Co. KG,"Bremen, Hamburg",vor 1 Woche
12124345,Atlassian Solutions Engineer (w/m/d),/stellenangebote--Atlassian-Solutions-Engineer-w-m-d-Hamburg-Hamburger-Hochbahn-AG--12124345-inline.html,2025-03-14T09:26:20.570822,Hamburger Hochbahn AG,Hamburg,vor 1 Woche
12037544,(Senior) Consultant Compensation Analytics (w/m/d),/stellenangebote--Senior-Consultant-Compensation-Analytics-w-m-d-Duesseldorf-Hamburg-Koeln-Kienbaum-Consultants-International-GmbH-Zentrale--12037544-inline.html,2025-03-14T09:26:20.570921,Kienbaum Consultants International GmbH - Zentrale,"Düsseldorf, Hamburg, Köln",vor 1 Woche
12151811,"Data Engineers, Analysts & Scientists (w|m|d)",/stellenangebote--Data-Engineers-Analysts-Scientists-wmd-Hamburg-Koeln-Mannheim-Muenchen-Nuernberg-Stuttgart-BridgingIT-GmbH--12151811-inline.html,2025-03-14T09:26:20.571016,BridgingIT GmbH,"Hamburg, Köln, Mannheim, München, Nürnberg, Stuttgart",vor 1 Tag
12186312,Junior Data Engineer | Google Cloud Platform | hybrid (w/m/d),/stellenangebote--Junior-Data-Engineer-Google-Cloud-Platform-hybrid-w-m-d-Hamburg-Otto-Group-data-works-GmbH--12186312-inline.html,2025-03-14T09:26:20.571126,Otto Group data.works GmbH,Hamburg,vor 1 Woche
12209839,AI Software Engineer (all genders),/stellenangebote--AI-Software-Engineer-all-genders-Frankfurt-am-Main-Berlin-Hamburg-Duesseldorf-Muenchen-Stuttgart-PRODYNA-SE--12209839-inline.html,2025-03-14T09:26:20.571236,PRODYNA SE,"Frankfurt am Main, Berlin, Hamburg, Düsseldorf, München, Stuttgart",vor 3 Tagen
12208326,"Data Scientist (m/w/d) – Schwerpunkt Mathematik, Statistik & Naturwissenschaften",/stellenangebote--Data-Scientist-m-w-d-Schwerpunkt-Mathematik-Statistik-Naturwissenschaften-Hamburg-ISBA-Informatik-Service-GmbH--12208326-inline.html,2025-03-14T09:26:20.571343,ISBA Informatik Service-GmbH,Hamburg,vor 1 Tag
12215579,Big Data Engineer Scala (m/w/d),/stellenangebote--Big-Data-Engineer-Scala-m-w-d-Frankfrt-am-Main-Koeln-Stuttgart-Muenchen-Berlin-Dresden-Hamburg-Saarbruecken-Wien-INFOMOTION-GmbH--12215579-inline.html,2025-03-14T09:26:20.571450,INFOMOTION GmbH,"Frankfrt am Main, Köln, Stuttgart, München, Berlin, Dresden, Hamburg, Saarbrücken, Wien",vor 1 Tag
12156429,Full Stack Engineer*,/stellenangebote--Full-Stack-Engineer-Hamburg-Berenberg--12156429-inline.html,2025-03-14T09:26:20.571556,Berenberg,Hamburg,vor 1 Tag
12157259,Data Solutions Specialist (m/w/d),/stellenangebote--Data-Solutions-Specialist-m-w-d-Hamburg-BUDNI-Handels-und-Service-GmbH-Co-KG--12157259-inline.html,2025-03-14T09:26:20.571662,BUDNI Handels- und Service GmbH & Co. KG,Hamburg,vor 5 Stunden
12125878,Software-Entwickler / Software Analyst (m/w/d) mit Aufstiegsmöglichkeit zum technischen Leiter,/stellenangebote--Software-Entwickler-Software-Analyst-m-w-d-mit-Aufstiegsmoeglichkeit-zum-technischen-Leiter-Bremen-Stralsund-Koeln-Leipzig-Kassel-Stuttgart-Muenchen-Hannover-Hamburg-Berlin-bundesweit-43-IT-GmbH--12125878-inline.html,2025-03-14T09:26:20.571764,43 IT GmbH,"Bremen, Stralsund, Köln, Leipzig, Kassel, Stuttgart, München, Hannover, Hamburg, Berlin, bundesweit",vor 20 Stunden
12125964,Softwareentwickler / Software Analyst (m/w/d),/stellenangebote--Softwareentwickler-Software-Analyst-m-w-d-Bremen-Stralsund-Koeln-Leipzig-Kassel-Stuttgart-Muenchen-Hannover-Hamburg-Berlin-bundesweit-43-IT-GmbH--12125964-inline.html,2025-03-14T09:26:20.571870,43 IT GmbH,"Bremen, Stralsund, Köln, Leipzig, Kassel, Stuttgart, München, Hannover, Hamburg, Berlin, bundesweit",vor 20 Stunden
12126043,Softwareentwickler / Software Analyst mit Schwerpunkt Java (m/w/d),/stellenangebote--Softwareentwickler-Software-Analyst-mit-Schwerpunkt-Java-m-w-d-Bremen-Stralsund-Koeln-Leipzig-Kassel-Stuttgart-Muenchen-Hannover-Hamburg-Berlin-bundesweit-43-IT-GmbH--12126043-inline.html,2025-03-14T09:26:20.571981,43 IT GmbH,"Bremen, Stralsund, Köln, Leipzig, Kassel, Stuttgart, München, Hannover, Hamburg, Berlin, bundesweit",vor 20 Stunden
