job_id,job_title,job_url,scrape_date,company_name,location,posting_date
12282896,Data Engineer & Steward (d/w/m),/stellenangebote--Data-Engineer-Steward-d-w-m-Hamburg-Unilever-Deutschland-Holding-GmbH--12282896-inline.html,2025-03-28T11:17:14.812717,Unilever Deutschland Holding GmbH,Hamburg,vor 1 Tag
12287895,Data Engineer (m/w/d),/stellenangebote--Data-Engineer-m-w-d-Frankfurt-Koeln-Hamburg-Stuttgart-Muenchen-Berlin-Dresden-INFOMOTION-GmbH--12287895-inline.html,2025-03-28T11:17:14.812892,INFOMOTION GmbH,"Frankfurt, Köln, Hamburg, Stuttgart, München, Berlin, Dresden",vor 11 Stunden
11713465,Data Engineer* / Machine Learning Engineer*,/stellenangebote--Data-Engineer-Machine-Learning-Engineer-Karlsruhe-Koeln-Muenchen-Hamburg-Stuttgart-Pforzheim-Berlin-Erlangen-inovex-GmbH--11713465-inline.html,2025-03-28T11:17:14.813060,inovex GmbH,"Karlsruhe, Köln, München, Hamburg, Stuttgart, Pforzheim, Berlin, Erlangen",vor 1 Woche
12272205,Data Engineer (m/w/d),/stellenangebote--Data-Engineer-m-w-d-Hamburg-emetriq-GmbH--12272205-inline.html,2025-03-28T11:17:14.813207,emetriq GmbH,Hamburg,vor 3 Tagen
12151811,"Data Engineers, Analysts & Scientists (w|m|d)",/stellenangebote--Data-Engineers-Analysts-Scientists-wmd-Hamburg-Koeln-Mannheim-Muenchen-Nuernberg-Stuttgart-BridgingIT-GmbH--12151811-inline.html,2025-03-28T11:17:14.813350,BridgingIT GmbH,"Hamburg, Köln, Mannheim, München, Nürnberg, Stuttgart",vor 2 Wochen
12215579,Big Data Engineer Scala (m/w/d),/stellenangebote--Big-Data-Engineer-Scala-m-w-d-Frankfrt-am-Main-Koeln-Stuttgart-Muenchen-Berlin-Dresden-Hamburg-Saarbruecken-Wien-INFOMOTION-GmbH--12215579-inline.html,2025-03-28T11:17:14.813496,INFOMOTION GmbH,"Frankfrt am Main, Köln, Stuttgart, München, Berlin, Dresden, Hamburg, Saarbrücken, Wien",vor 18 Stunden
11830466,Data Engineer (m/w/d),/stellenangebote--Data-Engineer-m-w-d-Hamburg-Frankfurt-Muenchen-Hannover-Koeln-Berlin-Duesseldorf-Stuttgart-Computer-Futures--11830466-inline.html,2025-03-28T11:17:14.813644,Computer Futures,"Hamburg, Frankfurt, München, Hannover, Köln, Berlin, Düsseldorf, Stuttgart",vor 1 Woche
12263652,Senior Cloud Data Engineer (m/w/d),/stellenangebote--Senior-Cloud-Data-Engineer-m-w-d-Hamburg-Stuttgart-Mannheim-Frankfurt-am-Main-Berlin-Muenchen-Koeln-Wiesbaden-Hays-Interne-Karriere-bei-Uns--12263652-inline.html,2025-03-28T11:17:14.813794,Hays – Interne Karriere bei Uns,"Hamburg, Stuttgart, Mannheim, Frankfurt am Main, Berlin, München, Köln, Wiesbaden",vor 5 Tagen
12164804,SAP Data Engineer (m/w/d) / SAP BW Entwickler (m/w/d) in Voll- oder Teilzeit,/stellenangebote--SAP-Data-Engineer-m-w-d-SAP-BW-Entwickler-m-w-d-in-Voll-oder-Teilzeit-Hamburg-Union-Investment--12164804-inline.html,2025-03-28T11:17:14.813946,Union Investment,Hamburg,vor 1 Woche
11869152,(Junior) Cloud Data Engineer (m/w/d) Azure und Databricks,/stellenangebote--Junior-Cloud-Data-Engineer-m-w-d-Azure-und-Databricks-Frankfurt-am-Main-Koeln-Stuttgart-Muenchen-Berlin-Dresden-Hamburg-INFOMOTION-GmbH--11869152-inline.html,2025-03-28T11:17:14.814093,INFOMOTION GmbH,"Frankfurt am Main, Köln, Stuttgart, München, Berlin, Dresden, Hamburg",vor 1 Woche
12209434,Data Engineer (all genders),/stellenangebote--Data-Engineer-all-genders-Frankfurt-am-Main-Berlin-Hamburg-Duesseldorf-Muenchen-Stuttgart-PRODYNA-SE--12209434-inline.html,2025-03-28T11:17:14.814240,PRODYNA SE,"Frankfurt am Main, Berlin, Hamburg, Düsseldorf, München, Stuttgart",vor 2 Wochen
11783168,Senior Cloud Data Engineer (all genders),/stellenangebote--Senior-Cloud-Data-Engineer-all-genders-Berlin-Essen-Frankfurt-am-Main-Hamburg-Ismaning-bei-Muenchen-Karlsruhe-Koeln-Stuttgart-msg-systems-ag--11783168-inline.html,2025-03-28T11:17:14.814384,msg systems ag,"Berlin, Essen, Frankfurt am Main, Hamburg, Ismaning bei München, Karlsruhe, Köln, Stuttgart",vor 3 Wochen
11998612,Fabric Data Engineer (m/w/d),/stellenangebote--Fabric-Data-Engineer-m-w-d-Karlsruhe-Koeln-Hamburg-scieneers-GmbH--11998612-inline.html,2025-03-28T11:17:14.814527,scieneers GmbH,"Karlsruhe, Köln, Hamburg",vor 4 Wochen
11997509,Data Engineer (m/w/d),/stellenangebote--Data-Engineer-m-w-d-Frankfurt-Koeln-Hamburg-Stuttgart-Muenchen-Berlin-Dresden-INFOMOTION-GmbH--11997509-inline.html,2025-03-28T11:17:14.814665,INFOMOTION GmbH,"Frankfurt, Köln, Hamburg, Stuttgart, München, Berlin, Dresden",vor 4 Wochen
11783160,Cloud Data Engineer (all genders),/stellenangebote--Cloud-Data-Engineer-all-genders-Berlin-Duesseldorf-Essen-Frankfurt-am-Main-Hamburg-Ismaning-bei-Muenchen-Karlsruhe-Koeln-msg-systems-ag--11783160-inline.html,2025-03-28T11:17:14.814817,msg systems ag,"Berlin, Düsseldorf, Essen, Frankfurt am Main, Hamburg, Ismaning bei München, Karlsruhe, Köln,",vor 3 Wochen
11707039,Data Analytics Engineer (m/w/d),/stellenangebote--Data-Analytics-Engineer-m-w-d-Hamburg-Kiel-Bremen-Luebeck-Lueneburg-Obungi-GmbH--11707039-inline.html,2025-03-28T11:17:14.814960,Obungi GmbH,"Hamburg, Kiel, Bremen, Lübeck, Lüneburg",vor 2 Wochen
12265361,Senior Data Engineer (m/w/d),/stellenangebote--Senior-Data-Engineer-m-w-d-Hamburg-HOYER-GmbH-Internationale-Fachspedition--12265361-inline.html,2025-03-28T11:17:14.815109,HOYER GmbH Internationale Fachspedition,Hamburg,vor 4 Tagen
