job_id,job_title,job_url,scrape_date,company_name,location,posting_date
12208326,"Data Scientist (m/w/d) – Schwerpunkt Mathematik, Statistik & Naturwissenschaften",/stellenangebote--Data-Scientist-m-w-d-Schwerpunkt-Mathematik-Statistik-Naturwissenschaften-Hamburg-ISBA-Informatik-Service-GmbH--12208326-inline.html,2025-03-29T12:25:32.009831,ISBA Informatik Service-GmbH,Hamburg,vor 2 Tagen
12151811,"Data Engineers, Analysts & Scientists (w|m|d)",/stellenangebote--Data-Engineers-Analysts-Scientists-wmd-Hamburg-Koeln-Mannheim-Muenchen-Nuernberg-Stuttgart-BridgingIT-GmbH--12151811-inline.html,2025-03-29T12:25:32.010101,BridgingIT GmbH,"Hamburg, Köln, Mannheim, München, Nürnberg, Stuttgart",vor 1 Tag
12233809,Data Scientist KI & LLM (m/w/d),/stellenangebote--Data-Scientist-KI-LLM-m-w-d-Hamburg-Allgeier-IT-GmbH--12233809-inline.html,2025-03-29T12:25:32.010259,Allgeier IT GmbH,Hamburg,vor 1 Woche
12009281,Data Scientist / Data Analyst (m/w/d),/stellenangebote--Data-Scientist-Data-Analyst-m-w-d-Braunschweig-Frankfurt-Hamburg-Hannover-Koeln-Osnabrueck-Duesseldorf-Amadeus-Fire-AG--12009281-inline.html,2025-03-29T12:25:32.010381,Amadeus Fire AG,"Braunschweig, Frankfurt, Hamburg, Hannover, Köln, Osnabrück, Düsseldorf",vor 4 Wochen
12146865,(Senior) Data Scientist (m/w/d) InsurTech,/stellenangebote--Senior-Data-Scientist-m-w-d-InsurTech-Hamburg-CHECK24--12146865-inline.html,2025-03-29T12:25:32.010526,CHECK24,Hamburg,vor 3 Tagen
12221872,Mathematiker/Aktuar (m/w/d) mit Schwerpunkt ALM und Data Science,/stellenangebote--Mathematiker-Aktuar-m-w-d-mit-Schwerpunkt-ALM-und-Data-Science-Hamburg-SIGNAL-IDUNA-Gruppe--12221872-inline.html,2025-03-29T12:25:32.010647,SIGNAL IDUNA Gruppe,Hamburg,vor 19 Stunden
12108829,Data Scientist - Hamburg (all genders),/stellenangebote--Data-Scientist-Hamburg-all-genders-Hamburg-Digitl-GmbH--12108829-inline.html,2025-03-29T12:25:32.010779,Digitl GmbH,Hamburg,vor 1 Woche
12272044,Consultant (w/m/d) Data Science & AI (all levels),/stellenangebote--Consultant-w-m-d-Data-Science-AI-all-levels-Berlin-Duesseldorf-Frankfurt-Hamburg-Muenchen-Stuttgart-Horvaeth--12272044-inline.html,2025-03-29T12:25:32.010913,Horváth,"Berlin, Düsseldorf, Frankfurt, Hamburg, München, Stuttgart",vor 1 Tag
12263652,Senior Cloud Data Engineer (m/w/d),/stellenangebote--Senior-Cloud-Data-Engineer-m-w-d-Hamburg-Stuttgart-Mannheim-Frankfurt-am-Main-Berlin-Muenchen-Koeln-Wiesbaden-Hays-Interne-Karriere-bei-Uns--12263652-inline.html,2025-03-29T12:25:32.011048,Hays – Interne Karriere bei Uns,"Hamburg, Stuttgart, Mannheim, Frankfurt am Main, Berlin, München, Köln, Wiesbaden",vor 6 Tagen
12181137,(Senior) SAP AI Consultant (m/w/d),/stellenangebote--Senior-SAP-AI-Consultant-m-w-d-Guetersloh-Koeln-Hamburg-Berlin-Arvato-Systems-GmbH--12181137-inline.html,2025-03-29T12:25:32.011169,Arvato Systems GmbH,"Gütersloh, Köln, Hamburg, Berlin",vor 1 Woche
