job_id,job_title,job_url,scrape_date,company_name,location,posting_date
12151811,"Data Engineers, Analysts & Scientists (w|m|d)",/stellenangebote--Data-Engineers-Analysts-Scientists-wmd-Hamburg-Koeln-Mannheim-Muenchen-Nuernberg-Stuttgart-BridgingIT-GmbH--12151811-inline.html,2025-03-30T12:49:29.268018,BridgingIT GmbH,"Hamburg, Köln, Mannheim, München, Nürnberg, Stuttgart",vor 2 Tagen
12282896,Data Engineer & Steward (d/w/m),/stellenangebote--Data-Engineer-Steward-d-w-m-Hamburg-Unilever-Deutschland-Holding-GmbH--12282896-inline.html,2025-03-30T12:49:29.268159,Unilever Deutschland Holding GmbH,Hamburg,vor 3 Tagen
12287895,Data Engineer (m/w/d),/stellenangebote--Data-Engineer-m-w-d-Frankfurt-Koeln-Hamburg-Stuttgart-Muenchen-Berlin-Dresden-INFOMOTION-GmbH--12287895-inline.html,2025-03-30T12:49:29.268271,INFOMOTION GmbH,"Frankfurt, Köln, Hamburg, Stuttgart, München, Berlin, Dresden",vor 2 Tagen
11713465,Data Engineer* / Machine Learning Engineer*,/stellenangebote--Data-Engineer-Machine-Learning-Engineer-Karlsruhe-Koeln-Muenchen-Hamburg-Stuttgart-Pforzheim-Berlin-Erlangen-inovex-GmbH--11713465-inline.html,2025-03-30T12:49:29.268379,inovex GmbH,"Karlsruhe, Köln, München, Hamburg, Stuttgart, Pforzheim, Berlin, Erlangen",vor 1 Woche
12272205,Data Engineer (m/w/d),/stellenangebote--Data-Engineer-m-w-d-Hamburg-emetriq-GmbH--12272205-inline.html,2025-03-30T12:49:29.268494,emetriq GmbH,Hamburg,vor 5 Tagen
12215579,Big Data Engineer Scala (m/w/d),/stellenangebote--Big-Data-Engineer-Scala-m-w-d-Frankfrt-am-Main-Koeln-Stuttgart-Muenchen-Berlin-Dresden-Hamburg-Saarbruecken-Wien-INFOMOTION-GmbH--12215579-inline.html,2025-03-30T12:49:29.268629,INFOMOTION GmbH,"Frankfrt am Main, Köln, Stuttgart, München, Berlin, Dresden, Hamburg, Saarbrücken, Wien",vor 2 Tagen
11830466,Data Engineer (m/w/d),/stellenangebote--Data-Engineer-m-w-d-Hamburg-Frankfurt-Muenchen-Hannover-Koeln-Berlin-Duesseldorf-Stuttgart-Computer-Futures--11830466-inline.html,2025-03-30T12:49:29.268733,Computer Futures,"Hamburg, Frankfurt, München, Hannover, Köln, Berlin, Düsseldorf, Stuttgart",vor 1 Woche
12263652,Senior Cloud Data Engineer (m/w/d),/stellenangebote--Senior-Cloud-Data-Engineer-m-w-d-Hamburg-Stuttgart-Mannheim-Frankfurt-am-Main-Berlin-Muenchen-Koeln-Wiesbaden-Hays-Interne-Karriere-bei-Uns--12263652-inline.html,2025-03-30T12:49:29.268839,Hays – Interne Karriere bei Uns,"Hamburg, Stuttgart, Mannheim, Frankfurt am Main, Berlin, München, Köln, Wiesbaden",vor 1 Woche
12164804,SAP Data Engineer (m/w/d) / SAP BW Entwickler (m/w/d) in Voll- oder Teilzeit,/stellenangebote--SAP-Data-Engineer-m-w-d-SAP-BW-Entwickler-m-w-d-in-Voll-oder-Teilzeit-Hamburg-Union-Investment--12164804-inline.html,2025-03-30T12:49:29.268945,Union Investment,Hamburg,vor 2 Wochen
11869152,(Junior) Cloud Data Engineer (m/w/d) Azure und Databricks,/stellenangebote--Junior-Cloud-Data-Engineer-m-w-d-Azure-und-Databricks-Frankfurt-am-Main-Koeln-Stuttgart-Muenchen-Berlin-Dresden-Hamburg-INFOMOTION-GmbH--11869152-inline.html,2025-03-30T12:49:29.269051,INFOMOTION GmbH,"Frankfurt am Main, Köln, Stuttgart, München, Berlin, Dresden, Hamburg",vor 2 Wochen
12209434,Data Engineer (all genders),/stellenangebote--Data-Engineer-all-genders-Frankfurt-am-Main-Berlin-Hamburg-Duesseldorf-Muenchen-Stuttgart-PRODYNA-SE--12209434-inline.html,2025-03-30T12:49:29.269152,PRODYNA SE,"Frankfurt am Main, Berlin, Hamburg, Düsseldorf, München, Stuttgart",vor 2 Wochen
11783168,Senior Cloud Data Engineer (all genders),/stellenangebote--Senior-Cloud-Data-Engineer-all-genders-Berlin-Essen-Frankfurt-am-Main-Hamburg-Ismaning-bei-Muenchen-Karlsruhe-Koeln-Stuttgart-msg-systems-ag--11783168-inline.html,2025-03-30T12:49:29.269250,msg systems ag,"Berlin, Essen, Frankfurt am Main, Hamburg, Ismaning bei München, Karlsruhe, Köln, Stuttgart",vor 4 Wochen
11783160,Cloud Data Engineer (all genders),/stellenangebote--Cloud-Data-Engineer-all-genders-Berlin-Duesseldorf-Essen-Frankfurt-am-Main-Hamburg-Ismaning-bei-Muenchen-Karlsruhe-Koeln-msg-systems-ag--11783160-inline.html,2025-03-30T12:49:29.269350,msg systems ag,"Berlin, Düsseldorf, Essen, Frankfurt am Main, Hamburg, Ismaning bei München, Karlsruhe, Köln,",vor 4 Wochen
11707039,Data Analytics Engineer (m/w/d),/stellenangebote--Data-Analytics-Engineer-m-w-d-Hamburg-Kiel-Bremen-Luebeck-Lueneburg-Obungi-GmbH--11707039-inline.html,2025-03-30T12:49:29.269469,Obungi GmbH,"Hamburg, Kiel, Bremen, Lübeck, Lüneburg",vor 2 Wochen
12265361,Senior Data Engineer (m/w/d),/stellenangebote--Senior-Data-Engineer-m-w-d-Hamburg-HOYER-GmbH-Internationale-Fachspedition--12265361-inline.html,2025-03-30T12:49:29.269575,HOYER GmbH Internationale Fachspedition,Hamburg,vor 6 Tagen
10481544,Senior Data Engineer* / Machine Learning Engineer*,/stellenangebote--Senior-Data-Engineer-Machine-Learning-Engineer-Karlsruhe-Koeln-Muenchen-Hamburg-Stuttgart-Pforzheim-Berlin-Erlangen-inovex-GmbH--10481544-inline.html,2025-03-30T12:49:29.269674,inovex GmbH,"Karlsruhe, Köln, München, Hamburg, Stuttgart, Pforzheim, Berlin, Erlangen",vor 3 Wochen
12294443,Data Engineer at eagle lsp GmbH in Hamburg,/stellenangebote--Data-Engineer-at-eagle-lsp-GmbH-in-Hamburg-Hamburg-Deutschland-Eagle-LSP-Rechtsanwaltsgesellschaft-mbH--12294443-inline.html,2025-03-30T12:49:29.269778,Eagle LSP Rechtsanwaltsgesellschaft mbH,"Hamburg, Deutschland",vor 2 Tagen
11265780,Abschlussarbeit im Bereich Datenstrategie und Künstliche Intelligenz,/stellenangebote--Abschlussarbeit-im-Bereich-Datenstrategie-und-Kuenstliche-Intelligenz-Berlin-Bonn-Frankfurt-Hamburg-Muenchen-Nuernberg-Wien-Senacor-Technologies-AG--11265780-inline.html,2025-03-30T12:49:29.269873,Senacor Technologies AG,"Berlin, Bonn, Frankfurt, Hamburg, München, Nürnberg, Wien",vor 5 Tagen
12273562,System Engineer (all genders) Collaboration Exchange Admin,/stellenangebote--System-Engineer-all-genders-Collaboration-Exchange-Admin-Hamburg-bundesweit-Home-Office-DATAGROUP--12273562-inline.html,2025-03-30T12:49:29.269960,DATAGROUP,"Hamburg, bundesweit, Home-Office",vor 5 Tagen
12264618,Senior Cloud Engineer - AWS (m/f/d),/stellenangebote--Senior-Cloud-Engineer-AWS-m-f-d-Hamburg-EOS-Technology-Solutions-GmbH--12264618-inline.html,2025-03-30T12:49:29.270056,EOS Technology Solutions GmbH,Hamburg,vor 6 Tagen
12273574,Informatiker*in (w/m/d) als Sachgebietsleitung,/stellenangebote--Informatikerin-w-m-d-als-Sachgebietsleitung-Norderstedt-Stadt-Norderstedt--12273574-inline.html,2025-03-30T12:49:29.270151,Stadt Norderstedt,Norderstedt,vor 5 Tagen
12289216,Lead Data Ops Engineering - Data Sourcing (m/f/d),/stellenangebote--Lead-Data-Ops-Engineering-Data-Sourcing-m-f-d-Hamburg-Statista-GmbH--12289216-inline.html,2025-03-30T12:49:29.270242,Statista GmbH,Hamburg,vor 2 Tagen
12253342,Cloud Networking Engineer (m/w/d),/stellenangebote--Cloud-Networking-Engineer-m-w-d-Hamburg-EOS-Technology-Solutions-GmbH--12253342-inline.html,2025-03-30T12:49:29.270348,EOS Technology Solutions GmbH,Hamburg,vor 1 Woche
12185029,Head of AI Transformation (m/f/d),/stellenangebote--Head-of-AI-Transformation-m-f-d-Hamburg-Norderstedt-tesa-SE--12185029-inline.html,2025-03-30T12:49:29.270455,tesa SE,"Hamburg, Norderstedt",vor 1 Woche
11961516,Principal Data Architect (m/f/d),/stellenangebote--Principal-Data-Architect-m-f-d-Hamburg-ThoughtWorks-Deutschland-GmbH--11961516-inline.html,2025-03-30T12:49:29.270553,ThoughtWorks Deutschland GmbH,Hamburg,vor 6 Tagen
